country,PC1,PC2
Mali,-3.4122551274393134,0.5614685136080773
Malta,3.6795425972565,4.765486050245485
Mauritania,-1.9539274713989847,1.3833845233477775
Mauritius,0.8997750553071061,0.4164797807097424
"Micronesia, Fed. Sts.",-0.38092879543955765,0.10177362904942217
Moldova,0.5095394527308874,0.1616583401673505
Mongolia,-0.9449755375621804,0.5297995619111018
Montenegro,1.0266838915521084,-0.2576415663057136
Morocco,-0.2328701564428081,-0.28102776867821766
Mozambique,-2.9205405089267233,0.8932702935199458
Myanmar,-1.8371977355130826,-1.6136689946078082
Namibia,-1.0433747144410412,1.0028411182968004
Nepal,-1.3070898468495726,-0.78904863101265
Netherlands,3.3791572717097313,0.11570244168414508
New Zealand,1.8157466593464624,-1.5847236873694548
Niger,-3.450167737011516,0.9699224522576145
Nigeria,-4.9120661452686765,-0.09449868457583299
Norway,3.7211951316445853,-1.4472549790076876
Oman,1.1273866523714122,0.49161113599579775
Pakistan,-2.360347181921752,-0.47939964609917174
Panama,1.163784293240642,1.1152762035505959
Paraguay,0.1178462243190283,0.3610311400908281
Peru,-0.020635451875822,-1.0866174117971668
Philippines,-0.7827458706662419,-0.09649809045120962
Poland,1.2178275360138837,-0.6591689610716243
Portugal,1.8140674832663037,-1.4508865366121577
Qatar,4.242296344683006,-0.1956036737063015
Romania,0.572792704268219,-0.6373848425228662
Russia,0.16376154366827408,-1.066678481739743
Rwanda,-1.6797035613689026,-1.0016286214160561
Samoa,-0.5628976320853294,-0.022104395997464464
Saudi Arabia,0.8559358125570664,-0.183440758681039
Senegal,-1.9121703067898719,0.09155993466113849
Serbia,0.8324201868879185,-0.8693259964626724
Seychelles,1.6025977456332434,2.9391205701258167
Sierra Leone,-3.381624785588478,-0.2363015158737325
Singapore,5.783376296512422,6.682090283921623
Slovak Republic,2.02972369957279,1.0504074455853818
Slovenia,2.2794917064380367,0.19527522626263297
Solomon Islands,-0.8062091357080191,1.303490588708547
South Africa,-1.191837355829425,-0.5567571642158582
South Korea,1.9180624515345308,-0.4274682447256089
Spain,2.019197211127391,-1.7843824558891763
Sri Lanka,-0.575572154871135,-0.9975514782350942
St. Vincent and the Grenadines,0.026623465166129612,-0.01606408150992239
Sudan,-2.3194238672962326,-0.769407328034679
Suriname,0.171674730561721,-0.09480764089342537
Sweden,2.8183228570177126,-0.9144809676023499
Switzerland,4.08854412570013,-0.4294619088701993
Tajikistan,-1.2444643640093278,-0.028917431631789465
Tanzania,-2.554049188161362,-0.21502795550980092
Thailand,0.926092707450652,0.8282306552663863
Timor-Leste,-2.371970474867686,-1.1775129456893205
Togo,-1.9976422478014058,0.9583615863528238
Tonga,-0.7550085380741296,-0.08789385675038962
Tunisia,0.6022316119482023,0.17343570796484706
Turkey,0.4014377045807749,-1.4119897338384426
Turkmenistan,-0.46393616539244115,1.2918734692462965
Uganda,-2.854836240303581,-0.3520823821824618
Ukraine,0.30229979978487703,-0.0975710669080379
United Arab Emirates,2.427141252940284,1.1518130739301633
United Kingdom,2.067989933317089,-1.5353134941962463
United States,2.6412058310387403,-2.9973644598194595
Uruguay,0.6173125975107278,-1.430477232944299
Uzbekistan,-0.8535289439327013,-0.6544851120419418
Vanuatu,-0.8206311312965889,0.6395700721266837
Venezuela,-0.5510355640952453,-1.2338861818339926
Vietnam,0.49852438549309475,1.3907443156342532
Yemen,-1.8874510567821314,-0.10945301487766526
Zambia,-2.8640639181248813,0.4859979854996439
